Model,Username,User_Country,User_Province,User_City,User_PostalCode,Numpublication,NumPublicationAdoption,NumPublicationHelp,NumPublicationStray,NumComment,UserAge,Work,Studies,"Marital Status",Children,Housing,"Other Pets",NumPets,Gender,Specie,Chip,Sex,Race,Age,State
Comment,Mandy,Republica Dominicana,Mallorca,Puente-Genil,68404,2927,1265,889,773,423,51,,"Negocios y administración, programas multidisciplinarios o generales",relationship,13,triplex,turtles,20,other,,,,,0,
PublicationStrayAddress,Waldo,Nicaragua,Albacete,Lorca,35357,2288,16,1084,1188,1826,98,Médico cirujano,Tecnología y protección del medio ambiente,divorced,5,detached house,cat,17,other,,,,,0,
Animal,Mildred,Reino Unido,Burgos,Trujillo,39849,3883,1698,1061,1124,1050,7,Artesano,Bachillerato,married,6,flat,cat,14,other,hamster,yes,neutered_female,Azawakh,13,dead
PublicationHelp,Beatrice,Mexico,León,Cuenca,83723,5779,1889,1901,1989,1472,49,Farmacólogo,Sociología y antropología,relationship,3,semi-detached house,hamster,5,other,,,,,0,
Animal,Aurora,Guatemala,Sevilla,Terrassa,93629,1759,30,1152,577,474,92,,Economía,divorced,18,semi-detached house,other,18,male,cat,no,intact_male,Staffordshire bull terrier,17,other
Animal,Katherine,Chile,Cuenca,Lebrija,66805,3874,1494,1283,1097,922,53,Computista,Economía,single,0,terraced house,bunny,1,female,cat,yes,neutered_female,Beagle,16,dead
PublicationStray,Debra,Guinea Ecuatorial,Asturias,Villanueva de la Serena,51525,3672,1618,1869,185,1124,75,Periodista,Negocios y comercio,relationship,7,detached house,other,6,other,,,,,0,
PublicationAdoption,Dianne,Peru,Córdoba,Ecija,74867,3524,100,1794,1630,203,99,Bibliotecólogo,Administración y gestión de empresas,divorced,20,ground floor,hamster,11,,hamster,yes,neutered_female,Kooiker,0,foster
Event,Perry,El Salvador,Soria,Vizcaya,54443,3577,1727,568,1282,487,74,Lechero,Ingeniería química,,6,bungalows,hamster,6,nobinary,,,,,0,
Comment,Claude,Paraguay,Segovia,Sestao,74240,3433,257,1694,1482,1899,80,Farmacólogo,Criminología,single,7,ground floor with garden,turtles,9,nobinary,,,,,0,
PublicationHelp,Craig,España,Madrid,Algeciras,33730,2021,479,75,1467,1365,58,Biólogo,Ciencias políticas,,2,terraced house,bunny,10,other,,,,,0,
Comment,Richard,Alemania,Murcia,Jaca,95779,4878,1230,1667,1981,1728,44,Farmacólogo,Ingeniería mecánica y metalurgia,,14,bungalows,dog,3,female,,,,,0,
PublicationStray,Carol,Alemania,Cádiz,Alcázar de San Juan,36428,1736,489,1213,34,268,94,Electricista,Tecnología y protección del medio ambiente,divorced,14,ground floor with garden,dog,15,female,,,,,0,
PublicationStray,Donald,El Salvador,Almería,Cartagena,32924,2410,1818,288,304,1367,89,Físico,Ciencias políticas,,9,ground floor with garden,snake,15,male,,,,,0,
PublicationStray,Luis,Ecuador,Cádiz,Puertollano,61312,2797,513,532,1752,1236,4,Biólogo,"Negocios y administración, programas multidisciplinarios o generales",married,6,detached house,turtles,20,male,,,,,0,
Comment,Kristine,Alemania,Alicante,Córdoba,80705,3957,1038,1102,1817,673,2,Politólogo,Sociología y antropología,married,20,ground floor with garden,snake,20,other,,,,,0,
PublicationStrayAddress,Stacie,Venezuela,Tenerife,Yecla,99475,3182,576,858,1748,1439,90,Técnico de sonido,Criminología,divorced,4,loft,,18,other,,,,,0,
Animal,Douglas,Paraguay,El Hierro,Bilbao,93700,4786,1764,1778,1244,1635,19,Botánico,Psicología,separated,20,apartment,,7,,other,no,intact_female,Staffordshire terrier americano,19,dead
PublicationStray,Victor,Costa Rica,Cuenca,Granollers,73199,3081,546,944,1591,1037,98,Psicólogo,"Negocios y administración, programas multidisciplinarios o generales",separated,17,bungalows,snake,15,male,,,,,0,
Event,Dianne,Alemania,Las Palmas de Gran Canaria,Utrera,34374,2095,1023,867,205,301,19,Paleontólogo,Sociología y antropología,,12,ground floor with garden,turtles,7,male,,,,,0,
Comment,Mary,Guinea Ecuatorial,Salamanca,Córdoba,29982,2941,1531,798,612,597,41,Computista,Tecnología y protección del medio ambiente,single,9,attic,,20,nobinary,,,,,0,
PublicationStray,Anna,Panama,Tenerife,Arcos de la Frontera,48210,1425,441,253,731,986,65,Frutero,Tecnologías de la información y comunicación,divorced,5,,dog,8,female,,,,,0,
PublicationAdoption,Robert,Bolivia,Menorca,Priego de Córdoba,92995,3560,455,1933,1172,924,9,Mecánico,Bachillerato,married,18,apartment,cat,20,nobinary,snake,yes,intact_male,Mastín de los Pirineos,6,dead
Event,Dirk,Paraguay,El Hierro,Santa Coloma de Gramenet,59333,4542,1935,910,1697,289,28,Carpintero,Ingeniería Informatica,married,9,loft,bunny,19,male,,,,,0,
PublicationAdoption,Don,Chile,Salamanca,Puente-Genil,33119,2647,1628,636,383,1087,43,Geógrafo,Bachillerato,separated,9,attic,other,16,other,other,unknown,neutered_female,Galgo Polaco (Chart Polski),11,sick
Comment,Mary,Uruguay,Burgos,Maó,48918,1501,165,583,753,1609,34,Físico,Ingeniería química,separated,14,,,17,female,,,,,0,
Comment,Alice,Argentina,Guipuzcoa,Madrid,13918,2049,281,1151,617,683,37,Electricista,ESO,single,7,studio,hamster,14,female,,,,,0,
PublicationStray,Betty,Peru,Ibiza,Lleida,82696,3107,1902,909,296,977,82,Paleontólogo,Trabajo y atención social,relationship,5,attic,hamster,12,nobinary,,,,,0,
PublicationHelp,Velma,Singapur,Lanzarote,San Martín del Rey Aurelio,89573,1628,405,939,284,898,38,Químico,Ciencias políticas,,11,attic,,0,other,,,,,0,
PublicationAdoption,Mary,Guatemala,Cádiz,Santiago de Compostela,43599,3483,370,1137,1976,887,67,Bibliotecólogo,Criminología,relationship,3,apartment,hamster,7,female,dog,unknown,intact_female,Terrier galés,7,dead
PublicationStrayAddress,Lester,El Salvador,Almería,Teruel,13510,3278,267,1684,1327,975,42,Cocinero,Administración y gestión de empresas,single,16,flat,other,7,other,,,,,0,
Event,Emmanuel,Singapur,Soria,Guadalajara,14156,4610,1669,1443,1498,1473,96,Médico cirujano,Tecnologías de la información y comunicación,separated,9,ground floor with garden,hamster,20,,,,,,0,
Comment,Nellie,Honduras,Alicante,Basque Country,37574,3460,1020,1789,651,1415,6,Médico cirujano,Psicología,married,2,studio,turtles,10,,,,,,0,
PublicationAdoption,Ruth,Malta,Barcelona,Girona,67639,2616,1098,170,1348,186,63,Bibliotecólogo,Ingeniería Informatica,married,0,bungalows,other,3,nobinary,dog,unknown,castrated_male,Spaniel Tibetano,1,foster
Event,Sue,India,La Gomera,Avilés,70461,3185,1233,1006,946,1164,7,Biólogo,Tecnologías de la información y comunicación,,8,attic,cat,2,female,,,,,0,
Event,Milagros,Alemania,Madrid,Sevilla,65435,2479,355,1957,167,1460,18,Contador,Bellas artes,separated,7,bungalows,,16,other,,,,,0,
PublicationHelp,Katrina,Bolivia,Segovia,Santa Cruz de Tenerife,97110,4357,1449,1932,976,240,47,Paramédico,Negocios y comercio,single,17,bungalows,hamster,18,female,,,,,0,
PublicationStrayAddress,Susan,Francia,Zamora,Sevilla,86491,2762,584,1794,384,30,64,Médico cirujano,Ingeniería química,single,18,duplex,snake,8,female,,,,,0,
PublicationStray,Roy,Chile,Burgos,Girona,22549,2087,1391,408,288,1207,32,Matemático,Contabilidad y fiscalización,relationship,11,terraced house,cat,6,other,,,,,0,
PublicationAdoption,Rachael,Chile,Valencia,El Puerto de Santa María,64730,3886,784,1505,1597,79,10,Sociólogo,Psicología,,6,,,5,,snake,unknown,neutered_female,Terranova (Newfoundland),8,other
PublicationStray,Richard,Cuba,La Palma,Lorca,64197,3825,1579,522,1724,149,84,Técnico de sonido,Economía,single,17,terraced house,,14,male,,,,,0,
PublicationHelp,Arthur,Argentina,Valladolid,Guadix,17467,2568,1473,291,804,1218,92,Historiador,Ingeniería mecánica y metalurgia,single,1,triplex,dog,3,other,,,,,0,
PublicationAdoption,Michelle,Ecuador,Albacete,Sabadell,15478,2668,1124,458,1086,1048,47,Biólogo,Bachillerato,married,5,duplex,other,14,,snake,,castrated_male,Sabueso de Hamilton,11,dead
Comment,Debra,Peru,Alava,Cádiz,82998,4167,1617,1144,1406,23,83,Cocinero,Bachillerato,single,5,quadplex,snake,12,,,,,,0,
Event,Marianne,Reino Unido,Lugo,Pontevedra,68591,2204,613,394,1197,433,62,Músico,Magisterio,divorced,19,duplex,,6,,,,,,0,
PublicationAdoption,Mary,Reino Unido,Alava,Santa Cruz de Tenerife,58706,2523,674,1110,739,1965,46,Farmacólogo,Bellas artes,divorced,19,flat,cat,9,nobinary,turtles,yes,unknow,Dunker,2,unknown
Animal,James,Paraguay,Cádiz,Murcia,25416,2804,939,632,1233,1116,87,Contador,Bellas artes,relationship,16,loft,dog,17,male,snake,unknown,unknow,Gos dAtura Catalá,6,other
PublicationAdoption,Deandra,Paraguay,Albacete,Murcia,60426,2409,953,127,1329,456,84,Farmacólogo,"Finanzas, banca y seguros",divorced,18,bungalows,bunny,18,male,hamster,yes,unknow,Cane da Pastore Maremmano-Abruzzese,9,healthy
Animal,Lin,Alemania,Huelva,Trujillo,48062,2786,361,1645,780,962,46,Lavandero,Tecnologías de la información y comunicación,relationship,6,ground floor with garden,snake,18,male,snake,unknown,intact_female,Australian silky terrier,18,adopted
PublicationAdoption,Warren,India,Burgos,Marchena,89576,2354,737,847,770,1180,78,Sociólogo,Economía,divorced,8,ground floor with garden,,18,other,bunny,no,intact_female,Braco Francés,13,healthy
Comment,Mary,Nicaragua,Orense,Jaca,84878,3101,1060,165,1876,1331,75,Politólogo,"Finanzas, banca y seguros",married,20,detached house,other,20,,,,,,0,
Comment,Joseph,Venezuela,Alicante,Bilbao,72865,2560,117,1449,994,724,50,Físico,Ingeniería química,,17,triplex,cat,8,nobinary,,,,,0,
PublicationStrayAddress,Lawrence,El Salvador,La Gomera,Simancas,91378,3218,1172,1799,247,851,19,Electricista,Contabilidad y fiscalización,separated,0,studio,,0,male,,,,,0,
PublicationStrayAddress,Lowell,Ecuador,Madrid,Palma,39336,1345,494,115,736,868,84,Paramédico,Administración y gestión de empresas,divorced,16,quadplex,cat,20,,,,,,0,
Event,Grace,Reino Unido,Navarra,Vilalba,24932,3386,309,1468,1609,625,23,Arquitecto,Magisterio,single,16,triplex,bunny,18,,,,,,0,
Event,Michael,Nicaragua,Cantabria,Sabadell,59321,3641,990,1861,790,677,18,Cerrajero,Psicología,,3,apartment,,11,other,,,,,0,
PublicationStray,Andrea,Republica de Irlanda,La Gomera,Cabra,66765,3799,1515,1782,502,220,84,Cocinero,"Negocios y administración, programas multidisciplinarios o generales",separated,20,ground floor,hamster,12,other,,,,,0,
Comment,Audrey,España,Orense,Murcia,78025,3388,1092,1471,825,1984,0,Arquitecto,Negocios y comercio,,19,bungalows,,19,nobinary,,,,,0,
PublicationStrayAddress,Emily,Argentina,Navarra,Montilla,46119,3754,1214,1923,617,1834,75,Cocinero,Economía,married,17,terraced house,,9,,,,,,0,
Animal,Amber,Costa Rica,Avila,Almendralejo,92749,2191,842,457,892,1032,86,Lechero,Trabajo y atención social,separated,10,ground floor,,13,,bunny,unknown,castrated_male,Airedale terrier,3,dead
PublicationHelp,Suzanne,Chile,Málaga,Avilés,43660,3619,1089,1401,1129,63,36,Frutero,Mercadotecnia y publicidad,separated,16,attic,hamster,19,other,,,,,0,
PublicationStray,Mark,El Salvador,Alicante,Málaga,58988,2309,711,1356,242,779,71,Artesano,Derecho,divorced,6,attic,snake,9,male,,,,,0,
Comment,Jessica,Mexico,Vizcaya,Santurtzi,27448,1567,51,307,1209,585,55,Paleontólogo,"Negocios y administración, programas multidisciplinarios o generales",married,2,flat,turtles,4,,,,,,0,
PublicationStray,John,Guinea Ecuatorial,Orense,Extremadura,23104,3179,1808,430,941,172,66,Músico,"Negocios y administración, programas multidisciplinarios o generales",separated,7,studio,,2,nobinary,,,,,0,
Event,Rachel,España,Vizcaya,Monforte de Lemos,26897,2785,1944,288,553,1718,38,Cerrajero,Sociología y antropología,,11,flat,snake,5,,,,,,0,
PublicationAdoption,Ray,Alemania,Alava,Almendralejo,18898,3331,685,1710,936,1123,47,Cocinero,Magisterio,relationship,17,apartment,dog,8,,snake,yes,intact_male,Laika de Siberia Oriental,10,adopted
Event,John,Alemania,La Rioja,Badajoz,64509,4215,1755,572,1888,494,54,Politólogo,Economía,,19,ground floor with garden,hamster,5,,,,,,0,
PublicationStrayAddress,Sharon,Colombia,Guipuzcoa,Marchena,10490,2833,442,941,1450,1149,60,Profesor,Ingeniería Informatica,married,15,triplex,snake,6,nobinary,,,,,0,
Comment,Kathleen,Ecuador,Murcia,Plasencia,18090,3162,953,1371,838,882,20,Geógrafo,ESO,separated,4,quadplex,other,9,other,,,,,0,
PublicationStrayAddress,Patsy,Costa Rica,Orense,Madrid,76521,1049,867,64,118,1350,30,Paramédico,Negocios y comercio,,2,loft,bunny,0,female,,,,,0,
Event,Evelyn,Uruguay,Madrid,Girona,55768,3328,1917,312,1099,544,60,Historiador,Criminología,separated,1,detached house,cat,16,,,,,,0,
PublicationStrayAddress,Janet,España,Gran Canaria,Sestao,18385,5522,1834,1772,1916,886,17,Matemático,Magisterio,married,20,duplex,bunny,15,,,,,,0,
PublicationHelp,Korey,El Salvador,Lanzarote,Terrassa,75956,2226,595,1486,145,1247,78,Frutero,Bellas artes,relationship,2,,other,12,female,,,,,0,
Comment,Kurt,Uruguay,Ceuta,Osuna,55290,3476,1706,443,1327,1344,33,Enfermero,Mercadotecnia y publicidad,,16,,cat,16,nobinary,,,,,0,
Comment,Ricardo,Malta,Ciudad Real,Ourense,80430,4319,365,1974,1980,686,83,,Ingeniería química,relationship,13,studio,hamster,4,female,,,,,0,
PublicationAdoption,Roderick,Alemania,Valencia,Guernica,33050,2634,150,1787,697,339,51,,Ingeniería Informatica,separated,2,apartment,dog,5,,bunny,,neutered_female,Cane da Pastore Maremmano-Abruzzese,11,unknown
PublicationStrayAddress,Beulah,India,Cantabria,Sevilla,65478,841,606,228,7,1739,26,Filólogo,Tecnologías de la información y comunicación,,4,triplex,bunny,11,female,,,,,0,
Animal,John,Argentina,Lanzarote,Lleida,72304,3858,723,1637,1498,1145,13,Bibliotecólogo,Bellas artes,separated,3,attic,,9,nobinary,turtles,no,unknow,Basenji,16,vet
Event,Isaac,Singapur,Castellón,Pontevedra,55747,1753,39,964,750,1192,48,Médico cirujano,Negocios y comercio,single,10,flat,turtles,12,nobinary,,,,,0,
PublicationHelp,Cristi,España,Lanzarote,Llívia,34122,3055,1513,712,830,1940,76,Computista,Ciencias políticas,married,5,attic,,7,male,,,,,0,
PublicationStrayAddress,Sheryl,Alemania,Salamanca,Murcia,85566,3491,1215,1598,678,1475,50,Computista,Psicología,,12,quadplex,other,15,nobinary,,,,,0,
Comment,Judy,El Salvador,Tarragona,Cantabria,30047,2452,223,1497,732,862,75,Artesano,Negocios y comercio,,13,attic,,2,male,,,,,0,
PublicationStrayAddress,Lauren,Singapur,Girona,Granada,25935,4120,1824,872,1424,1575,21,Farmacólogo,ESO,divorced,0,terraced house,,1,male,,,,,0,
Animal,Margarita,Honduras,Huelva,Vilalba,49057,2378,703,884,791,1401,46,Sociólogo,Bellas artes,single,16,attic,,2,female,bunny,,neutered_female,Cao da Serra de Estrela,17,other
PublicationStray,Inez,España,Gran Canaria,Alcázar de San Juan,63644,2733,479,1671,583,926,100,Músico,Tecnologías de la información y comunicación,,18,studio,,18,male,,,,,0,
PublicationHelp,Paul,Honduras,Ceuta,Pontevedra,40545,3434,1324,667,1443,1995,14,Abogado,Administración y gestión de empresas,divorced,5,,hamster,17,nobinary,,,,,0,
PublicationHelp,Barbara,Guatemala,Girona,A Coruña,98870,2966,1013,963,990,1714,67,,"Finanzas, banca y seguros",divorced,13,flat,other,19,,,,,,0,
PublicationStrayAddress,Virginia,Peru,Granada,Villarrobledo,71634,1875,861,566,448,905,7,Lavandero,Sociología y antropología,divorced,0,apartment,bunny,5,nobinary,,,,,0,
PublicationHelp,Lawrence,Francia,Salamanca,Terrassa,39475,3157,1795,426,936,1797,68,,Psicología,married,4,,,6,female,,,,,0,
Comment,Mary,Venezuela,Tenerife,Tomelloso,84710,1085,281,253,551,726,12,Periodista,Ingeniería Informatica,single,19,triplex,snake,5,male,,,,,0,
Comment,Joe,Uruguay,Salamanca,Pontevedra,32407,3910,1904,776,1230,1952,37,Técnico de sonido,Bachillerato,separated,20,flat,bunny,14,other,,,,,0,
Animal,Matthew,Reino Unido,Tenerife,Málaga,64124,2687,461,1256,970,760,34,Filólogo,Negocios y comercio,divorced,4,ground floor,dog,16,male,bunny,,neutered_female,Spaniel Alemán (German Wachtelhund),14,adopted
PublicationHelp,Jimmie,Venezuela,Barcelona,San Fernando,83978,4226,1661,1588,977,963,61,Matemático,Ciencias políticas,single,20,ground floor,bunny,6,male,,,,,0,
PublicationStrayAddress,Cassie,Alemania,Soria,Zamora,46340,2819,799,1218,802,1728,49,Músico,Ciencias políticas,,0,attic,hamster,12,other,,,,,0,
PublicationStray,Heather,Bolivia,Pontevedra,L’Hospitalet de Llobregat,85088,4201,1395,1725,1081,36,21,Electricista,Psicología,relationship,18,detached house,hamster,9,male,,,,,0,
PublicationStrayAddress,Angela,Reino Unido,Formentera,Motril,13985,2618,489,211,1918,1899,19,Botánico,Psicología,,14,,turtles,7,female,,,,,0,
Event,Willie,Singapur,Avila,Jerez de la Frontera,67233,2002,926,562,514,827,44,Politólogo,Ingeniería Informatica,separated,9,terraced house,snake,18,,,,,,0,
PublicationHelp,Gary,Singapur,Burgos,Alcántara,34081,2157,1604,220,333,448,13,Paramédico,Trabajo y atención social,separated,18,bungalows,hamster,4,other,,,,,0,
Event,May,Argentina,Zaragoza,Aranjuez,23581,2585,178,934,1473,1065,97,Físico,Negocios y comercio,divorced,7,,other,6,,,,,,0,
PublicationStray,Dora,Nicaragua,Ciudad Real,Llívia,20149,3651,1411,779,1461,1333,13,Médico cirujano,Tecnologías de la información y comunicación,separated,1,duplex,other,3,nobinary,,,,,0,
PublicationStray,Martha,Francia,Segovia,Alcántara,78045,2991,1649,398,944,1958,89,Filólogo,Bachillerato,,19,attic,hamster,8,other,,,,,0,
Event,Thomas,Cuba,Lérida,Funes,96675,3702,142,1693,1867,422,41,Profesor,"Negocios y administración, programas multidisciplinarios o generales",single,0,ground floor,turtles,7,,,,,,0,
Comment,Annie,Chile,Ibiza,Tortosa,66856,4573,1674,1218,1681,1586,44,Periodista,Bachillerato,married,8,detached house,turtles,7,nobinary,,,,,0,
Comment,Kathy,Alemania,Toledo,Catalonia,86219,2903,558,1091,1254,83,97,Historiador,Contabilidad y fiscalización,relationship,15,studio,bunny,0,,,,,,0,
Animal,Kevin,Republica de Irlanda,Albacete,Sabadell,23503,4292,1617,1950,725,75,69,Sociólogo,Psicología,married,11,apartment,dog,5,other,hamster,yes,neutered_female,Spaniel Azul de Picardía,7,dead
Comment,Natalie,El Salvador,Alava,Carmona,29110,3823,884,1042,1897,836,42,Electricista,Magisterio,divorced,5,apartment,bunny,19,female,,,,,0,
Comment,Adalberto,Colombia,Almería,Ourense,81003,3851,1591,1865,395,555,87,Arquitecto,Magisterio,single,10,triplex,turtles,7,female,,,,,0,
PublicationStray,Micah,Reino Unido,Zaragoza,Tomelloso,37627,3432,1253,1562,617,137,61,Filólogo,Ingeniería Informatica,single,0,apartment,bunny,19,nobinary,,,,,0,
Animal,Fermin,Colombia,Santa Cruz de Tenerife,,71786,3843,197,1649,1997,982,20,Matemático,"Finanzas, banca y seguros",,16,ground floor,snake,8,female,dog,unknown,castrated_male,Irish Glen of Imaal terrier,10,adopted
PublicationHelp,Sarah,Uruguay,Toledo,Úbeda,84910,4718,1845,1434,1439,1841,63,Mecánico,Tecnologías de la información y comunicación,single,5,semi-detached house,bunny,20,other,,,,,0,
Event,Sherry,Republica Dominicana,Cantabria,Málaga,55951,4173,1583,1757,833,334,14,Lavandero,Magisterio,separated,6,flat,snake,18,male,,,,,0,
PublicationStray,Horace,Singapur,La Rioja,El Escorial,80622,3042,1530,1211,301,1616,35,Psicólogo,Bellas artes,,5,flat,turtles,13,female,,,,,0,
PublicationStray,James,Nicaragua,Huelva,Lugo,19650,4292,1900,741,1651,1118,71,Mecánico,Mercadotecnia y publicidad,divorced,6,studio,other,3,,,,,,0,
Animal,James,Ecuador,El Hierro,Badajoz,50556,2140,3,775,1362,1724,95,Geógrafo,Ingeniería química,relationship,6,detached house,,7,other,turtles,,castrated_male,Mastín de los Pirineos,1,foster
PublicationHelp,Brenda,Colombia,Córdoba,Granollers,77797,4049,1894,1198,957,1516,31,Enfermero,ESO,separated,15,loft,turtles,3,male,,,,,0,
PublicationStray,Tina,Bolivia,Navarra,Úbeda,23075,3105,1006,1032,1067,661,27,Filólogo,Ingeniería mecánica y metalurgia,,1,loft,turtles,12,,,,,,0,
